hidden_layers,activation_function,epochs,learning_rate,batch_size,accuracy
[32],Identity,10,0.001,64,0.7902439024390244
[32],Identity,10,0.001,128,0.7707317073170732
[32],Identity,10,0.001,256,0.7414634146341463
[32],Identity,10,0.001,512,0.7268292682926829
[32],Identity,10,0.0001,16,0.7658536585365854
[32],Identity,10,0.0001,32,0.7268292682926829
[32],Identity,10,0.0001,64,0.6634146341463415
[32],Identity,10,0.0001,128,0.751219512195122
[32],Identity,10,0.0001,256,0.5951219512195122
[32],Identity,10,0.0001,512,0.6341463414634146
[32],Identity,25,10.0,16,0.751219512195122
[32],Identity,25,10.0,32,0.7804878048780488
[32],Identity,25,10.0,64,0.7951219512195122
[32],Identity,25,10.0,128,0.8097560975609757
[32],Identity,25,10.0,256,0.8146341463414634
[32],Identity,25,10.0,512,0.7365853658536585
[32],Identity,25,1.0,16,0.7658536585365854
[32],Identity,25,1.0,32,0.7560975609756098
[32],Identity,25,1.0,64,0.7609756097560976
[32],Identity,25,1.0,128,0.8
[32],Identity,25,1.0,256,0.7317073170731707
[32],Identity,25,1.0,512,0.7902439024390244
[32],Identity,25,0.1,16,0.775609756097561
[32],Identity,25,0.1,32,0.7707317073170732
[32],Identity,25,0.1,64,0.7853658536585366
[32],Identity,25,0.1,128,0.7951219512195122
[32],Identity,25,0.1,256,0.775609756097561
[32],Identity,25,0.1,512,0.8097560975609757
[32],Identity,25,0.01,16,0.775609756097561
[32],Identity,25,0.01,32,0.8097560975609757
[32],Identity,25,0.01,64,0.7902439024390244
[32],Identity,25,0.01,128,0.7951219512195122
[32],Identity,25,0.01,256,0.7951219512195122
[32],Identity,25,0.01,512,0.7951219512195122
[32],Identity,25,0.001,16,0.7951219512195122
[32],Identity,25,0.001,32,0.7951219512195122
[32],Identity,25,0.001,64,0.7951219512195122
[32],Identity,25,0.001,128,0.7902439024390244
[32],Identity,25,0.001,256,0.7853658536585366
[32],Identity,25,0.001,512,0.775609756097561
[32],Identity,25,0.0001,16,0.8
[32],Identity,25,0.0001,32,0.7853658536585366
[32],Identity,25,0.0001,64,0.7073170731707317
[32],Identity,25,0.0001,128,0.8
[32],Identity,25,0.0001,256,0.7609756097560976
[32],Identity,25,0.0001,512,0.7317073170731707
[32],Identity,50,10.0,16,0.7365853658536585
[32],Identity,50,10.0,32,0.7365853658536585
[32],Identity,50,10.0,64,0.6536585365853659
[32],Identity,50,10.0,128,0.7463414634146341
[32],Identity,50,10.0,256,0.8097560975609757
[32],Identity,50,10.0,512,0.7560975609756098
[32],Identity,50,1.0,16,0.7707317073170732
[32],Identity,50,1.0,32,0.775609756097561
[32],Identity,50,1.0,64,0.7414634146341463
[32],Identity,50,1.0,128,0.7853658536585366
[32],Identity,50,1.0,256,0.7951219512195122
[32],Identity,50,1.0,512,0.7560975609756098
[32],Identity,50,0.1,16,0.8048780487804879
[32],Identity,50,0.1,32,0.7804878048780488
[32],Identity,50,0.1,64,0.775609756097561
[32],Identity,50,0.1,128,0.7804878048780488
[32],Identity,50,0.1,256,0.7609756097560976
[32],Identity,50,0.1,512,0.7951219512195122
[32],Identity,50,0.01,16,0.8097560975609757
[32],Identity,50,0.01,32,0.7951219512195122
[32],Identity,50,0.01,64,0.775609756097561
[32],Identity,50,0.01,128,0.8048780487804879
[32],Identity,50,0.01,256,0.8097560975609757
[32],Identity,50,0.01,512,0.8048780487804879
[32],Identity,50,0.001,16,0.8
[32],Identity,50,0.001,32,0.8048780487804879
[32],Identity,50,0.001,64,0.7951219512195122
[32],Identity,50,0.001,128,0.7804878048780488
[32],Identity,50,0.001,256,0.7853658536585366
[32],Identity,50,0.001,512,0.8048780487804879
[32],Identity,50,0.0001,16,0.8048780487804879
[32],Identity,50,0.0001,32,0.8048780487804879
[32],Identity,50,0.0001,64,0.7609756097560976
[32],Identity,50,0.0001,128,0.751219512195122
[32],Identity,50,0.0001,256,0.7073170731707317
[32],Identity,50,0.0001,512,0.7609756097560976
[32],Identity,100,10.0,16,0.7024390243902439
[32],Identity,100,10.0,32,0.7414634146341463
[32],Identity,100,10.0,64,0.7317073170731707
[32],Identity,100,10.0,128,0.7414634146341463
[32],Identity,100,10.0,256,0.8
[32],Identity,100,10.0,512,0.697560975609756
[32],Identity,100,1.0,16,0.6780487804878049
[32],Identity,100,1.0,32,0.8
[32],Identity,100,1.0,64,0.775609756097561
[32],Identity,100,1.0,128,0.7853658536585366
[32],Identity,100,1.0,256,0.7902439024390244
[32],Identity,100,1.0,512,0.8048780487804879
[32],Identity,100,0.1,16,0.8
[32],Identity,100,0.1,32,0.7804878048780488
[32],Identity,100,0.1,64,0.7560975609756098
[32],Identity,100,0.1,128,0.8097560975609757
[32],Identity,100,0.1,256,0.8
[32],Identity,100,0.1,512,0.8
[32],Identity,100,0.01,16,0.7902439024390244
[32],Identity,100,0.01,32,0.8
[32],Identity,100,0.01,64,0.8048780487804879
[32],Identity,100,0.01,128,0.7804878048780488
[32],Identity,100,0.01,256,0.7951219512195122
[32],Identity,100,0.01,512,0.7853658536585366
[32],Identity,100,0.001,16,0.8048780487804879
[32],Identity,100,0.001,32,0.7951219512195122
[32],Identity,100,0.001,64,0.8048780487804879
[32],Identity,100,0.001,128,0.8048780487804879
[32],Identity,100,0.001,256,0.7951219512195122
[32],Identity,100,0.001,512,0.7951219512195122
[32],Identity,100,0.0001,16,0.8048780487804879
[32],Identity,100,0.0001,32,0.8048780487804879
[32],Identity,100,0.0001,64,0.7902439024390244
[32],Identity,100,0.0001,128,0.7707317073170732
[32],Identity,100,0.0001,256,0.7414634146341463
[32],Identity,100,0.0001,512,0.7658536585365854
[32],Identity,250,10.0,16,0.7121951219512195
[32],Identity,250,10.0,32,0.7463414634146341
[32],Identity,250,10.0,64,0.7658536585365854
[32],Identity,250,10.0,128,0.7804878048780488
[32],Identity,250,10.0,256,0.7560975609756098
[32],Identity,250,10.0,512,0.7804878048780488
[32],Identity,250,1.0,16,0.5853658536585366
[32],Identity,250,1.0,32,0.7170731707317073
[32],Identity,250,1.0,64,0.7804878048780488
[32],Identity,250,1.0,128,0.775609756097561
[32],Identity,250,1.0,256,0.7658536585365854
[32],Identity,250,1.0,512,0.7853658536585366
[32],Identity,250,0.1,16,0.7951219512195122
[32],Identity,250,0.1,32,0.7658536585365854
[32],Identity,250,0.1,64,0.7902439024390244
[32],Identity,250,0.1,128,0.775609756097561
[32],Identity,250,0.1,256,0.7951219512195122
[32],Identity,250,0.1,512,0.8
[32],Identity,250,0.01,16,0.7951219512195122
[32],Identity,250,0.01,32,0.7951219512195122
[32],Identity,250,0.01,64,0.7951219512195122
[32],Identity,250,0.01,128,0.7853658536585366
[32],Identity,250,0.01,256,0.8
[32],Identity,250,0.01,512,0.7951219512195122
[32],Identity,250,0.001,16,0.7951219512195122
[32],Identity,250,0.001,32,0.7902439024390244
[32],Identity,250,0.001,64,0.7951219512195122
[32],Identity,250,0.001,128,0.8048780487804879
[32],Identity,250,0.001,256,0.7951219512195122
[32],Identity,250,0.001,512,0.8048780487804879
[32],Identity,250,0.0001,16,0.7951219512195122
[32],Identity,250,0.0001,32,0.7951219512195122
[32],Identity,250,0.0001,64,0.7951219512195122
[32],Identity,250,0.0001,128,0.8048780487804879
[32],Identity,250,0.0001,256,0.8146341463414634
[32],Identity,250,0.0001,512,0.7902439024390244
[32],Sigmoid,1,10.0,16,0.6878048780487804
[32],Sigmoid,1,10.0,32,0.7609756097560976
[32],Sigmoid,1,10.0,64,0.7219512195121951
[32],Sigmoid,1,10.0,128,0.7658536585365854
[32],Sigmoid,1,10.0,256,0.5219512195121951
[32],Sigmoid,1,10.0,512,0.5024390243902439
[32],Sigmoid,1,1.0,16,0.8439024390243902
[32],Sigmoid,1,1.0,32,0.6390243902439025
[32],Sigmoid,1,1.0,64,0.7804878048780488
[32],Sigmoid,1,1.0,128,0.7902439024390244
[32],Sigmoid,1,1.0,256,0.5317073170731708
[32],Sigmoid,1,1.0,512,0.5414634146341464
[32],Sigmoid,1,0.1,16,0.8048780487804879
[32],Sigmoid,1,0.1,32,0.7853658536585366
[32],Sigmoid,1,0.1,64,0.7951219512195122
[32],Sigmoid,1,0.1,128,0.751219512195122
[32],Sigmoid,1,0.1,256,0.7560975609756098
[32],Sigmoid,1,0.1,512,0.7073170731707317
[32],Sigmoid,1,0.01,16,0.8048780487804879
[32],Sigmoid,1,0.01,32,0.7951219512195122
[32],Sigmoid,1,0.01,64,0.8
[32],Sigmoid,1,0.01,128,0.7463414634146341
[32],Sigmoid,1,0.01,256,0.7804878048780488
[32],Sigmoid,1,0.01,512,0.526829268292683
[32],Sigmoid,1,0.001,16,0.8
[32],Sigmoid,1,0.001,32,0.6926829268292682
[32],Sigmoid,1,0.001,64,0.6195121951219512
[32],Sigmoid,1,0.001,128,0.6878048780487804
[32],Sigmoid,1,0.001,256,0.4878048780487805
[32],Sigmoid,1,0.001,512,0.4975609756097561
[32],Sigmoid,1,0.0001,16,0.4975609756097561
[32],Sigmoid,1,0.0001,32,0.5170731707317073
[32],Sigmoid,1,0.0001,64,0.40487804878048783
[32],Sigmoid,1,0.0001,128,0.4634146341463415
[32],Sigmoid,1,0.0001,256,0.33658536585365856
[32],Sigmoid,1,0.0001,512,0.6195121951219512
[32],Sigmoid,10,10.0,16,0.8292682926829268
[32],Sigmoid,10,10.0,32,0.8097560975609757
[32],Sigmoid,10,10.0,64,0.7365853658536585
[32],Sigmoid,10,10.0,128,0.7804878048780488
[32],Sigmoid,10,10.0,256,0.7902439024390244
[32],Sigmoid,10,10.0,512,0.8195121951219512
[32],Sigmoid,10,1.0,16,0.775609756097561
[32],Sigmoid,10,1.0,32,0.9170731707317074
[32],Sigmoid,10,1.0,64,0.9512195121951219
[32],Sigmoid,10,1.0,128,0.8926829268292683
[32],Sigmoid,10,1.0,256,0.8780487804878049
[32],Sigmoid,10,1.0,512,0.8146341463414634
[32],Sigmoid,10,0.1,16,0.975609756097561
[32],Sigmoid,10,0.1,32,0.9707317073170731
[32],Sigmoid,10,0.1,64,0.9365853658536586
[32],Sigmoid,10,0.1,128,0.8390243902439024
[32],Sigmoid,10,0.1,256,0.8146341463414634
[32],Sigmoid,10,0.1,512,0.7951219512195122
[32],Sigmoid,10,0.01,16,0.8146341463414634
[32],Sigmoid,10,0.01,32,0.7902439024390244
[32],Sigmoid,10,0.01,64,0.7951219512195122
[32],Sigmoid,10,0.01,128,0.7951219512195122
[32],Sigmoid,10,0.01,256,0.8
[32],Sigmoid,10,0.01,512,0.7853658536585366
[32],Sigmoid,10,0.001,16,0.8097560975609757
[32],Sigmoid,10,0.001,32,0.8097560975609757
[32],Sigmoid,10,0.001,64,0.7609756097560976
[32],Sigmoid,10,0.001,128,0.775609756097561
[32],Sigmoid,10,0.001,256,0.7560975609756098
[32],Sigmoid,10,0.001,512,0.7170731707317073
[32],Sigmoid,10,0.0001,16,0.7463414634146341
[32],Sigmoid,10,0.0001,32,0.7658536585365854
[32],Sigmoid,10,0.0001,64,0.5024390243902439
[32],Sigmoid,10,0.0001,128,0.5073170731707317
[32],Sigmoid,10,0.0001,256,0.5024390243902439
[32],Sigmoid,10,0.0001,512,0.5219512195121951
[32],Sigmoid,25,10.0,16,0.7951219512195122
[32],Sigmoid,25,10.0,32,0.8195121951219512
[32],Sigmoid,25,10.0,64,0.7609756097560976
[32],Sigmoid,25,10.0,128,0.7560975609756098
[32],Sigmoid,25,10.0,256,0.775609756097561
[32],Sigmoid,25,10.0,512,0.8536585365853658
[32],Sigmoid,25,1.0,16,0.8829268292682927
[32],Sigmoid,25,1.0,32,0.8097560975609757
[32],Sigmoid,25,1.0,64,0.9365853658536586
[32],Sigmoid,25,1.0,128,0.9414634146341463
[32],Sigmoid,25,1.0,256,0.9707317073170731
[32],Sigmoid,25,1.0,512,0.9609756097560975
[32],Sigmoid,25,0.1,16,0.9853658536585366
[32],Sigmoid,25,0.1,32,0.9853658536585366
[32],Sigmoid,25,0.1,64,0.9853658536585366
[32],Sigmoid,25,0.1,128,1.0
[32],Sigmoid,25,0.1,256,0.9121951219512195
[32],Sigmoid,25,0.1,512,0.8585365853658536
[32],Sigmoid,25,0.01,16,0.8829268292682927
[32],Sigmoid,25,0.01,32,0.848780487804878
[32],Sigmoid,25,0.01,64,0.8097560975609757
[32],Sigmoid,25,0.01,128,0.8048780487804879
[32],Sigmoid,25,0.01,256,0.7853658536585366
[32],Sigmoid,25,0.01,512,0.7951219512195122
[32],Sigmoid,25,0.001,16,0.7951219512195122
[32],Sigmoid,25,0.001,32,0.7951219512195122
[32],Sigmoid,25,0.001,64,0.8048780487804879
[32],Sigmoid,25,0.001,128,0.7658536585365854
[32],Sigmoid,25,0.001,256,0.7463414634146341
[32],Sigmoid,25,0.001,512,0.7463414634146341
[32],Sigmoid,25,0.0001,16,0.7707317073170732
[32],Sigmoid,25,0.0001,32,0.7902439024390244
[32],Sigmoid,25,0.0001,64,0.7414634146341463
[32],Sigmoid,25,0.0001,128,0.7317073170731707
[32],Sigmoid,25,0.0001,256,0.4975609756097561
[32],Sigmoid,25,0.0001,512,0.4975609756097561
[32],Sigmoid,50,10.0,16,0.7707317073170732
[32],Sigmoid,50,10.0,32,0.775609756097561
[32],Sigmoid,50,10.0,64,0.8292682926829268
[32],Sigmoid,50,10.0,128,0.8097560975609757
[32],Sigmoid,50,10.0,256,0.7853658536585366
[32],Sigmoid,50,10.0,512,0.8
[32],Sigmoid,50,1.0,16,0.8341463414634146
[32],Sigmoid,50,1.0,32,0.8975609756097561
[32],Sigmoid,50,1.0,64,0.9560975609756097
[32],Sigmoid,50,1.0,128,0.9853658536585366
[32],Sigmoid,50,1.0,256,1.0
[32],Sigmoid,50,1.0,512,0.975609756097561
[32],Sigmoid,50,0.1,16,0.9853658536585366
[32],Sigmoid,50,0.1,32,1.0
[32],Sigmoid,50,0.1,64,0.9853658536585366
[32],Sigmoid,50,0.1,128,0.9853658536585366
[32],Sigmoid,50,0.1,256,0.9707317073170731
[32],Sigmoid,50,0.1,512,0.926829268292683
[32],Sigmoid,50,0.01,16,0.9853658536585366
[32],Sigmoid,50,0.01,32,0.9512195121951219
[32],Sigmoid,50,0.01,64,0.8926829268292683
[32],Sigmoid,50,0.01,128,0.8390243902439024
[32],Sigmoid,50,0.01,256,0.8097560975609757
[32],Sigmoid,50,0.01,512,0.8
[32],Sigmoid,50,0.001,16,0.7951219512195122
[32],Sigmoid,50,0.001,32,0.8
[32],Sigmoid,50,0.001,64,0.7951219512195122
[32],Sigmoid,50,0.001,128,0.8048780487804879
[32],Sigmoid,50,0.001,256,0.7951219512195122
[32],Sigmoid,50,0.001,512,0.7804878048780488
[32],Sigmoid,50,0.0001,16,0.7853658536585366
[32],Sigmoid,50,0.0001,32,0.7951219512195122
[32],Sigmoid,50,0.0001,64,0.7658536585365854
[32],Sigmoid,50,0.0001,128,0.7463414634146341
[32],Sigmoid,50,0.0001,256,0.6682926829268293
[32],Sigmoid,50,0.0001,512,0.5121951219512195
[32],Sigmoid,100,10.0,16,0.6878048780487804
[32],Sigmoid,100,10.0,32,0.8
[32],Sigmoid,100,10.0,64,0.8097560975609757
[32],Sigmoid,100,10.0,128,0.7853658536585366
[32],Sigmoid,100,10.0,256,0.7853658536585366
[32],Sigmoid,100,10.0,512,0.8439024390243902
[32],Sigmoid,100,1.0,16,0.7951219512195122
[32],Sigmoid,100,1.0,32,0.824390243902439
[32],Sigmoid,100,1.0,64,0.9170731707317074
[32],Sigmoid,100,1.0,128,1.0
[32],Sigmoid,100,1.0,256,0.9853658536585366
[32],Sigmoid,100,1.0,512,0.9853658536585366
[32],Sigmoid,100,0.1,16,0.9853658536585366
[32],Sigmoid,100,0.1,32,0.9853658536585366
[32],Sigmoid,100,0.1,64,1.0
[32],Sigmoid,100,0.1,128,1.0
[32],Sigmoid,100,0.1,256,0.9853658536585366
[32],Sigmoid,100,0.1,512,0.9853658536585366
[32],Sigmoid,100,0.01,16,0.9853658536585366
[32],Sigmoid,100,0.01,32,0.9853658536585366
[32],Sigmoid,100,0.01,64,0.9853658536585366
[32],Sigmoid,100,0.01,128,0.9560975609756097
[32],Sigmoid,100,0.01,256,0.8926829268292683
[32],Sigmoid,100,0.01,512,0.8536585365853658
[32],Sigmoid,100,0.001,16,0.8146341463414634
[32],Sigmoid,100,0.001,32,0.8195121951219512
[32],Sigmoid,100,0.001,64,0.7951219512195122
[32],Sigmoid,100,0.001,128,0.8
[32],Sigmoid,100,0.001,256,0.7902439024390244
[32],Sigmoid,100,0.001,512,0.8097560975609757
[32],Sigmoid,100,0.0001,16,0.8048780487804879
[32],Sigmoid,100,0.0001,32,0.8048780487804879
[32],Sigmoid,100,0.0001,64,0.775609756097561
[32],Sigmoid,100,0.0001,128,0.7707317073170732
[32],Sigmoid,100,0.0001,256,0.7902439024390244
[32],Sigmoid,100,0.0001,512,0.7365853658536585
[32],Sigmoid,250,10.0,16,0.8048780487804879
[32],Sigmoid,250,10.0,32,0.7414634146341463
[32],Sigmoid,250,10.0,64,0.7951219512195122
[32],Sigmoid,250,10.0,128,0.8439024390243902
[32],Sigmoid,250,10.0,256,0.6731707317073171
[32],Sigmoid,250,10.0,512,0.9219512195121952
[32],Sigmoid,250,1.0,16,0.9073170731707317
[32],Sigmoid,250,1.0,32,0.8682926829268293
[32],Sigmoid,250,1.0,64,0.9463414634146341
[32],Sigmoid,250,1.0,128,1.0
[32],Sigmoid,250,1.0,256,0.9853658536585366
[32],Sigmoid,250,1.0,512,0.9853658536585366
[32],Sigmoid,250,0.1,16,0.9853658536585366
[32],Sigmoid,250,0.1,32,0.9853658536585366
[32],Sigmoid,250,0.1,64,0.9853658536585366
[32],Sigmoid,250,0.1,128,0.9853658536585366
[32],Sigmoid,250,0.1,256,0.9853658536585366
[32],Sigmoid,250,0.1,512,0.9853658536585366
[32],Sigmoid,250,0.01,16,0.9853658536585366
[32],Sigmoid,250,0.01,32,0.9853658536585366
[32],Sigmoid,250,0.01,64,0.9853658536585366
[32],Sigmoid,250,0.01,128,0.9853658536585366
[32],Sigmoid,250,0.01,256,0.9853658536585366
[32],Sigmoid,250,0.01,512,0.9853658536585366
[32],Sigmoid,250,0.001,16,0.9024390243902439
[32],Sigmoid,250,0.001,32,0.8731707317073171
[32],Sigmoid,250,0.001,64,0.8195121951219512
[32],Sigmoid,250,0.001,128,0.8097560975609757
[32],Sigmoid,250,0.001,256,0.8
[32],Sigmoid,250,0.001,512,0.8
[32],Sigmoid,250,0.0001,16,0.8
[32],Sigmoid,250,0.0001,32,0.8
[32],Sigmoid,250,0.0001,64,0.8048780487804879
[32],Sigmoid,250,0.0001,128,0.7658536585365854
[32],Sigmoid,250,0.0001,256,0.7609756097560976
[32],Sigmoid,250,0.0001,512,0.7707317073170732
[32],ReLU,1,10.0,16,0.5951219512195122
[32],ReLU,1,10.0,32,0.7170731707317073
[32],ReLU,1,10.0,64,0.7170731707317073
[32],ReLU,1,10.0,128,0.7853658536585366
[32],ReLU,1,10.0,256,0.8097560975609757
[32],ReLU,1,10.0,512,0.5073170731707317
[32],ReLU,1,1.0,16,0.8097560975609757
[32],ReLU,1,1.0,32,0.7268292682926829
[32],ReLU,1,1.0,64,0.7219512195121951
[32],ReLU,1,1.0,128,0.8146341463414634
[32],ReLU,1,1.0,256,0.8
[32],ReLU,1,1.0,512,0.6195121951219512
[32],ReLU,1,0.1,16,0.848780487804878
[32],ReLU,1,0.1,32,0.7658536585365854
[32],ReLU,1,0.1,64,0.7707317073170732
[32],ReLU,1,0.1,128,0.8097560975609757
[32],ReLU,1,0.1,256,0.8195121951219512
[32],ReLU,1,0.1,512,0.7658536585365854
[32],ReLU,1,0.01,16,0.8195121951219512
[32],ReLU,1,0.01,32,0.7902439024390244
[32],ReLU,1,0.01,64,0.8097560975609757
[32],ReLU,1,0.01,128,0.7804878048780488
[32],ReLU,1,0.01,256,0.7658536585365854
[32],ReLU,1,0.01,512,0.7707317073170732
[32],ReLU,1,0.001,16,0.7707317073170732
[32],ReLU,1,0.001,32,0.5365853658536586
[32],ReLU,1,0.001,64,0.7560975609756098
[32],ReLU,1,0.001,128,0.6097560975609756
[32],ReLU,1,0.001,256,0.7463414634146341
[32],ReLU,1,0.001,512,0.5414634146341464
[32],ReLU,1,0.0001,16,0.7317073170731707
[32],ReLU,1,0.0001,32,0.6926829268292682
[32],ReLU,1,0.0001,64,0.45365853658536587
[32],ReLU,1,0.0001,128,0.3853658536585366
[32],ReLU,1,0.0001,256,0.47317073170731705
[32],ReLU,1,0.0001,512,0.3804878048780488
[32],ReLU,10,10.0,16,0.7170731707317073
[32],ReLU,10,10.0,32,0.7365853658536585
[32],ReLU,10,10.0,64,0.7560975609756098
[32],ReLU,10,10.0,128,0.8341463414634146
[32],ReLU,10,10.0,256,0.8097560975609757
[32],ReLU,10,10.0,512,0.8146341463414634
[32],ReLU,10,1.0,16,0.8195121951219512
[32],ReLU,10,1.0,32,0.8536585365853658
[32],ReLU,10,1.0,64,0.8585365853658536
[32],ReLU,10,1.0,128,0.8926829268292683
[32],ReLU,10,1.0,256,0.8390243902439024
[32],ReLU,10,1.0,512,0.7951219512195122
[32],ReLU,10,0.1,16,0.9512195121951219
[32],ReLU,10,0.1,32,0.8926829268292683
[32],ReLU,10,0.1,64,0.8975609756097561
[32],ReLU,10,0.1,128,0.9463414634146341
[32],ReLU,10,0.1,256,0.8975609756097561
[32],ReLU,10,0.1,512,0.8536585365853658
[32],ReLU,10,0.01,16,0.9219512195121952
[32],ReLU,10,0.01,32,0.8878048780487805
[32],ReLU,10,0.01,64,0.8780487804878049
[32],ReLU,10,0.01,128,0.8585365853658536
[32],ReLU,10,0.01,256,0.8146341463414634
[32],ReLU,10,0.01,512,0.8146341463414634
[32],ReLU,10,0.001,16,0.824390243902439
[32],ReLU,10,0.001,32,0.7951219512195122
[32],ReLU,10,0.001,64,0.8097560975609757
[32],ReLU,10,0.001,128,0.7707317073170732
[32],ReLU,10,0.001,256,0.7707317073170732
[32],ReLU,10,0.001,512,0.697560975609756
[32],ReLU,10,0.0001,16,0.7219512195121951
[32],ReLU,10,0.0001,32,0.6
[32],ReLU,10,0.0001,64,0.5756097560975609
[32],ReLU,10,0.0001,128,0.6048780487804878
[32],ReLU,10,0.0001,256,0.3902439024390244
[32],ReLU,10,0.0001,512,0.5317073170731708
[32],ReLU,25,10.0,16,0.6487804878048781
[32],ReLU,25,10.0,32,0.7414634146341463
[32],ReLU,25,10.0,64,0.7951219512195122
[32],ReLU,25,10.0,128,0.8292682926829268
[32],ReLU,25,10.0,256,0.8
[32],ReLU,25,10.0,512,0.8390243902439024
[32],ReLU,25,1.0,16,0.7219512195121951
[32],ReLU,25,1.0,32,0.7560975609756098
[32],ReLU,25,1.0,64,0.824390243902439
[32],ReLU,25,1.0,128,0.9463414634146341
[32],ReLU,25,1.0,256,0.8682926829268293
[32],ReLU,25,1.0,512,0.9170731707317074
[32],ReLU,25,0.1,16,0.9073170731707317
[32],ReLU,25,0.1,32,0.9560975609756097
[32],ReLU,25,0.1,64,0.9707317073170731
[32],ReLU,25,0.1,128,0.9853658536585366
[32],ReLU,25,0.1,256,0.9658536585365853
[32],ReLU,25,0.1,512,0.9853658536585366
[32],ReLU,25,0.01,16,0.9853658536585366
[32],ReLU,25,0.01,32,0.9853658536585366
[32],ReLU,25,0.01,64,0.9463414634146341
[32],ReLU,25,0.01,128,0.9219512195121952
[32],ReLU,25,0.01,256,0.9219512195121952
[32],ReLU,25,0.01,512,0.8682926829268293
[32],ReLU,25,0.001,16,0.8536585365853658
[32],ReLU,25,0.001,32,0.8439024390243902
[32],ReLU,25,0.001,64,0.8195121951219512
[32],ReLU,25,0.001,128,0.8097560975609757
[32],ReLU,25,0.001,256,0.7804878048780488
[32],ReLU,25,0.001,512,0.7902439024390244
[32],ReLU,25,0.0001,16,0.7853658536585366
[32],ReLU,25,0.0001,32,0.7658536585365854
[32],ReLU,25,0.0001,64,0.7951219512195122
[32],ReLU,25,0.0001,128,0.6341463414634146
[32],ReLU,25,0.0001,256,0.6292682926829268
[32],ReLU,25,0.0001,512,0.4926829268292683
[32],ReLU,50,10.0,16,0.6878048780487804
[32],ReLU,50,10.0,32,0.7121951219512195
[32],ReLU,50,10.0,64,0.7707317073170732
[32],ReLU,50,10.0,128,0.8536585365853658
[32],ReLU,50,10.0,256,0.8146341463414634
[32],ReLU,50,10.0,512,0.8780487804878049
[32],ReLU,50,1.0,16,0.7268292682926829
[32],ReLU,50,1.0,32,0.5951219512195122
[32],ReLU,50,1.0,64,0.8146341463414634
[32],ReLU,50,1.0,128,0.8780487804878049
[32],ReLU,50,1.0,256,0.9121951219512195
[32],ReLU,50,1.0,512,0.975609756097561
[32],ReLU,50,0.1,16,0.9560975609756097
[32],ReLU,50,0.1,32,0.975609756097561
[32],ReLU,50,0.1,64,0.9853658536585366
[32],ReLU,50,0.1,128,0.9853658536585366
[32],ReLU,50,0.1,256,0.9853658536585366
[32],ReLU,50,0.1,512,0.9853658536585366
[32],ReLU,50,0.01,16,0.9853658536585366
[32],ReLU,50,0.01,32,0.9853658536585366
[32],ReLU,50,0.01,64,0.9853658536585366
[32],ReLU,50,0.01,128,0.9853658536585366
[32],ReLU,50,0.01,256,0.9609756097560975
[32],ReLU,50,0.01,512,0.9024390243902439
[32],ReLU,50,0.001,16,0.8878048780487805
[32],ReLU,50,0.001,32,0.8878048780487805
[32],ReLU,50,0.001,64,0.8439024390243902
[32],ReLU,50,0.001,128,0.8195121951219512
[32],ReLU,50,0.001,256,0.8341463414634146
[32],ReLU,50,0.001,512,0.8146341463414634
[32],ReLU,50,0.0001,16,0.8048780487804879
[32],ReLU,50,0.0001,32,0.7951219512195122
[32],ReLU,50,0.0001,64,0.8048780487804879
[32],ReLU,50,0.0001,128,0.7658536585365854
[32],ReLU,50,0.0001,256,0.6487804878048781
[32],ReLU,50,0.0001,512,0.5463414634146342
[32],ReLU,100,10.0,16,0.7560975609756098
[32],ReLU,100,10.0,32,0.697560975609756
[32],ReLU,100,10.0,64,0.6682926829268293
[32],ReLU,100,10.0,128,0.7658536585365854
[32],ReLU,100,10.0,256,0.8536585365853658
[32],ReLU,100,10.0,512,0.8536585365853658
[32],ReLU,100,1.0,16,0.751219512195122
[32],ReLU,100,1.0,32,0.5658536585365853
[32],ReLU,100,1.0,64,0.926829268292683
[32],ReLU,100,1.0,128,0.9219512195121952
[32],ReLU,100,1.0,256,0.9609756097560975
[32],ReLU,100,1.0,512,0.9707317073170731
[32],ReLU,100,0.1,16,0.9365853658536586
[32],ReLU,100,0.1,32,0.8926829268292683
[32],ReLU,100,0.1,64,0.9853658536585366
[32],ReLU,100,0.1,128,0.9853658536585366
[32],ReLU,100,0.1,256,0.9853658536585366
[32],ReLU,100,0.1,512,0.9853658536585366
[32],ReLU,100,0.01,16,0.9853658536585366
[32],ReLU,100,0.01,32,0.9853658536585366
[32],ReLU,100,0.01,64,0.9853658536585366
[32],ReLU,100,0.01,128,0.9853658536585366
[32],ReLU,100,0.01,256,0.9853658536585366
[32],ReLU,100,0.01,512,0.9853658536585366
[32],ReLU,100,0.001,16,0.9804878048780488
[32],ReLU,100,0.001,32,0.9463414634146341
[32],ReLU,100,0.001,64,0.8926829268292683
[32],ReLU,100,0.001,128,0.8585365853658536
[32],ReLU,100,0.001,256,0.8682926829268293
[32],ReLU,100,0.001,512,0.8439024390243902
[32],ReLU,100,0.0001,16,0.8146341463414634
[32],ReLU,100,0.0001,32,0.8195121951219512
[32],ReLU,100,0.0001,64,0.8
[32],ReLU,100,0.0001,128,0.7804878048780488
[32],ReLU,100,0.0001,256,0.7121951219512195
[32],ReLU,100,0.0001,512,0.7024390243902439
[32],ReLU,250,10.0,16,0.6780487804878049
[32],ReLU,250,10.0,32,0.7024390243902439
