hidden_layers,activation_fn,learning_rate,batch_size,epochs,test_loss,test_accuracy
[8],Tanh,0.001,32,100,0.25932949781417847,0.8849999904632568
[8],Tanh,0.001,32,250,0.08233008533716202,0.9700000286102295
[8],Tanh,0.001,64,1,0.7542073726654053,0.4300000071525574
[8],Tanh,0.001,64,10,0.37234270572662354,0.8525000214576721
[8],Tanh,0.001,64,25,0.34602946043014526,0.8550000190734863
[8],Tanh,0.001,64,50,0.3278771936893463,0.8575000166893005
[8],Tanh,0.001,64,100,0.25792014598846436,0.8924999833106995
[8],Tanh,0.001,64,250,0.14279404282569885,0.9449999928474426
[8],Tanh,0.001,128,1,0.7064402103424072,0.4724999964237213
[8],Tanh,0.001,128,10,0.4731201231479645,0.8374999761581421
[8],Tanh,0.001,128,25,0.3574369549751282,0.8650000095367432
[8],Tanh,0.001,128,50,0.34238719940185547,0.8550000190734863
[8],Tanh,0.001,128,100,0.3052491247653961,0.875
[8],Tanh,0.001,128,250,0.20238842070102692,0.9100000262260437
[8],Tanh,0.001,256,1,0.7154198288917542,0.5849999785423279
[8],Tanh,0.001,256,10,0.4591924250125885,0.8075000047683716
[8],Tanh,0.001,256,25,0.4630488157272339,0.7950000166893005
[8],Tanh,0.001,256,50,0.36102932691574097,0.8500000238418579
[8],Tanh,0.001,256,100,0.340999960899353,0.8550000190734863
[8],Tanh,0.001,256,250,0.2973642647266388,0.8899999856948853
[8],Tanh,0.001,512,1,0.6595871448516846,0.6000000238418579
[8],Tanh,0.001,512,10,0.699863612651825,0.5024999976158142
[8],Tanh,0.001,512,25,0.5323601365089417,0.7850000262260437
[8],Tanh,0.001,512,50,0.4318034052848816,0.8274999856948853
[8],Tanh,0.001,512,100,0.34907910227775574,0.8550000190734863
[8],Tanh,0.001,512,250,0.3377722501754761,0.8600000143051147
[8],Tanh,0.0001,16,1,0.7337018847465515,0.39500001072883606
[8],Tanh,0.0001,16,10,0.541354775428772,0.8025000095367432
[8],Tanh,0.0001,16,25,0.43232089281082153,0.8550000190734863
[8],Tanh,0.0001,16,50,0.3524099290370941,0.8475000262260437
[8],Tanh,0.0001,16,100,0.34038981795310974,0.8550000190734863
[8],Tanh,0.0001,16,250,0.3237570524215698,0.8650000095367432
[8],Tanh,0.0001,32,1,0.6875412464141846,0.5299999713897705
[8],Tanh,0.0001,32,10,0.6574040055274963,0.6225000023841858
[8],Tanh,0.0001,32,25,0.498372346162796,0.7900000214576721
[8],Tanh,0.0001,32,50,0.40867120027542114,0.8399999737739563
[8],Tanh,0.0001,32,100,0.3477379083633423,0.8550000190734863
[8],Tanh,0.0001,32,250,0.3393816351890564,0.8600000143051147
[8],Tanh,0.0001,64,1,0.7467241883277893,0.41499999165534973
[8],Tanh,0.0001,64,10,0.700563371181488,0.5024999976158142
[8],Tanh,0.0001,64,25,0.5391349196434021,0.7925000190734863
[8],Tanh,0.0001,64,50,0.4905461370944977,0.8075000047683716
[8],Tanh,0.0001,64,100,0.3844892978668213,0.8525000214576721
[8],Tanh,0.0001,64,250,0.3407564163208008,0.8475000262260437
[8],Tanh,0.0001,128,1,0.6674922704696655,0.6000000238418579
[8],Tanh,0.0001,128,10,0.6751994490623474,0.5899999737739563
[8],Tanh,0.0001,128,25,0.7439029216766357,0.4350000023841858
[8],Tanh,0.0001,128,50,0.5985792875289917,0.7074999809265137
[8],Tanh,0.0001,128,100,0.548366904258728,0.800000011920929
[8],Tanh,0.0001,128,250,0.376982718706131,0.8475000262260437
[8],Tanh,0.0001,256,1,0.7628061175346375,0.32249999046325684
[8],Tanh,0.0001,256,10,0.6877251267433167,0.5649999976158142
[8],Tanh,0.0001,256,25,0.6345630884170532,0.6825000047683716
[8],Tanh,0.0001,256,50,0.7758418321609497,0.4050000011920929
[8],Tanh,0.0001,256,100,0.6022078990936279,0.7300000190734863
[8],Tanh,0.0001,256,250,0.4062453508377075,0.8274999856948853
[8],Tanh,0.0001,512,1,0.9068662524223328,0.3199999928474426
[8],Tanh,0.0001,512,10,0.6678802371025085,0.6324999928474426
[8],Tanh,0.0001,512,25,0.7265805006027222,0.4350000023841858
[8],Tanh,0.0001,512,50,0.7091484665870667,0.5450000166893005
[8],Tanh,0.0001,512,100,0.7018513679504395,0.5174999833106995
[8],Tanh,0.0001,512,250,0.5448789596557617,0.7975000143051147
[8],Linear,10.0,16,1,143.94329833984375,0.7124999761581421
[8],Linear,10.0,16,10,1236.8388671875,0.7599999904632568
[8],Linear,10.0,16,25,144.3911590576172,0.7124999761581421
[8],Linear,10.0,16,50,421.8558654785156,0.6200000047683716
[8],Linear,10.0,16,100,18.419723510742188,0.625
[8],Linear,10.0,16,250,45.12517166137695,0.699999988079071
[8],Linear,10.0,32,1,177.6725616455078,0.8424999713897705
[8],Linear,10.0,32,10,632.1318969726562,0.7574999928474426
[8],Linear,10.0,32,25,30.761943817138672,0.7074999809265137
[8],Linear,10.0,32,50,64.18722534179688,0.7900000214576721
[8],Linear,10.0,32,100,67.05338287353516,0.5649999976158142
[8],Linear,10.0,32,250,3.73410701751709,0.6825000047683716
[8],Linear,10.0,64,1,376.483642578125,0.7774999737739563
[8],Linear,10.0,64,10,191.88809204101562,0.7699999809265137
[8],Linear,10.0,64,25,27.19784927368164,0.8324999809265137
[8],Linear,10.0,64,50,13.764495849609375,0.7799999713897705
[8],Linear,10.0,64,100,30.362682342529297,0.8199999928474426
[8],Linear,10.0,64,250,759.4168090820312,0.8274999856948853
[8],Linear,10.0,128,1,282.2864990234375,0.8500000238418579
[8],Linear,10.0,128,10,8.122261047363281,0.7950000166893005
[8],Linear,10.0,128,25,49.914188385009766,0.637499988079071
[8],Linear,10.0,128,50,52.074039459228516,0.8199999928474426
[8],Linear,10.0,128,100,0.53142911195755,0.8149999976158142
[8],Linear,10.0,128,250,0.4237089455127716,0.8100000023841858
[8],Linear,10.0,256,1,1093.7227783203125,0.3100000023841858
[8],Linear,10.0,256,10,12.215100288391113,0.7975000143051147
[8],Linear,10.0,256,25,2.4408507347106934,0.7300000190734863
[8],Linear,10.0,256,50,0.4543133080005646,0.7850000262260437
[8],Linear,10.0,256,100,0.37245479226112366,0.8399999737739563
[8],Linear,10.0,256,250,0.35420140624046326,0.8600000143051147
[8],Linear,10.0,512,1,238.99391174316406,0.8399999737739563
[8],Linear,10.0,512,10,309.0033264160156,0.862500011920929
[8],Linear,10.0,512,25,16.306642532348633,0.8174999952316284
[8],Linear,10.0,512,50,1.5610815286636353,0.7674999833106995
[8],Linear,10.0,512,100,0.552232563495636,0.7524999976158142
[8],Linear,10.0,512,250,42.107486724853516,0.7850000262260437
[8],Linear,1.0,16,1,2.9349353313446045,0.8299999833106995
[8],Linear,1.0,16,10,1.050369143486023,0.7425000071525574
[8],Linear,1.0,16,25,0.4203742742538452,0.8199999928474426
[8],Linear,1.0,16,50,6.525750637054443,0.8525000214576721
[8],Linear,1.0,16,100,0.36090943217277527,0.8475000262260437
[8],Linear,1.0,16,250,8.310233116149902,0.75
[8],Linear,1.0,32,1,1.3502463102340698,0.7400000095367432
[8],Linear,1.0,32,10,2.8723056316375732,0.8174999952316284
[8],Linear,1.0,32,25,3.2007453441619873,0.7799999713897705
[8],Linear,1.0,32,50,0.6143030524253845,0.7649999856948853
[8],Linear,1.0,32,100,0.602612316608429,0.7275000214576721
[8],Linear,1.0,32,250,14.392590522766113,0.7674999833106995
[8],Linear,1.0,64,1,1.530568242073059,0.7300000190734863
[8],Linear,1.0,64,10,0.4386478066444397,0.8174999952316284
[8],Linear,1.0,64,25,2.0131430625915527,0.8550000190734863
[8],Linear,1.0,64,50,0.40197303891181946,0.8174999952316284
[8],Linear,1.0,64,100,5.6525726318359375,0.4050000011920929
[8],Linear,1.0,64,250,0.40107616782188416,0.8475000262260437
[8],Linear,1.0,128,1,3.315079689025879,0.7950000166893005
[8],Linear,1.0,128,10,0.3624083697795868,0.8600000143051147
[8],Linear,1.0,128,25,0.39355334639549255,0.8324999809265137
[8],Linear,1.0,128,50,1.0961817502975464,0.8450000286102295
[8],Linear,1.0,128,100,0.34680527448654175,0.862500011920929
[8],Linear,1.0,128,250,9.41377067565918,0.7925000190734863
[8],Linear,1.0,256,1,2.9079766273498535,0.8199999928474426
[8],Linear,1.0,256,10,0.5464959144592285,0.8075000047683716
[8],Linear,1.0,256,25,0.34473758935928345,0.8525000214576721
[8],Linear,1.0,256,50,0.38442882895469666,0.8600000143051147
[8],Linear,1.0,256,100,3.0673651695251465,0.7950000166893005
[8],Linear,1.0,256,250,0.3447757661342621,0.8450000286102295
[8],Linear,1.0,512,1,5.016634464263916,0.8575000166893005
[8],Linear,1.0,512,10,3.384664535522461,0.7975000143051147
[8],Linear,1.0,512,25,0.3643529415130615,0.8450000286102295
[8],Linear,1.0,512,50,0.3433559536933899,0.8525000214576721
[8],Linear,1.0,512,100,0.3538852035999298,0.8450000286102295
[8],Linear,1.0,512,250,0.3454103171825409,0.8525000214576721
[8],Linear,0.1,16,1,0.3779636025428772,0.8349999785423279
[8],Linear,0.1,16,10,0.38983628153800964,0.8224999904632568
[8],Linear,0.1,16,25,0.3695370554924011,0.8274999856948853
[8],Linear,0.1,16,50,0.39133408665657043,0.8224999904632568
[8],Linear,0.1,16,100,0.40338703989982605,0.8424999713897705
[8],Linear,0.1,16,250,0.38540372252464294,0.8374999761581421
[8],Linear,0.1,32,1,0.4173503518104553,0.7950000166893005
[8],Linear,0.1,32,10,0.36314067244529724,0.8500000238418579
[8],Linear,0.1,32,25,0.3687526285648346,0.8349999785423279
[8],Linear,0.1,32,50,0.4168003499507904,0.8149999976158142
[8],Linear,0.1,32,100,0.36325836181640625,0.8399999737739563
[8],Linear,0.1,32,250,0.3454457223415375,0.8575000166893005
[8],Linear,0.1,64,1,0.3907187581062317,0.8224999904632568
[8],Linear,0.1,64,10,0.3588773012161255,0.8475000262260437
[8],Linear,0.1,64,25,0.3623080551624298,0.8450000286102295
[8],Linear,0.1,64,50,0.3772618770599365,0.8450000286102295
[8],Linear,0.1,64,100,0.344887375831604,0.862500011920929
[8],Linear,0.1,64,250,0.346268892288208,0.8475000262260437
[8],Linear,0.1,128,1,0.34568509459495544,0.8525000214576721
[8],Linear,0.1,128,10,0.3437400460243225,0.8650000095367432
[8],Linear,0.1,128,25,0.38048213720321655,0.8374999761581421
[8],Linear,0.1,128,50,0.34592849016189575,0.8349999785423279
[8],Linear,0.1,128,100,0.3487938940525055,0.862500011920929
[8],Linear,0.1,128,250,0.34992679953575134,0.8500000238418579
[8],Linear,0.1,256,1,0.3620048761367798,0.8349999785423279
[8],Linear,0.1,256,10,0.3426142930984497,0.8525000214576721
[8],Linear,0.1,256,25,0.34647318720817566,0.8575000166893005
[8],Linear,0.1,256,50,0.3533966839313507,0.862500011920929
[8],Linear,0.1,256,100,0.34525710344314575,0.8600000143051147
[8],Linear,0.1,256,250,0.35030174255371094,0.8550000190734863
[8],Linear,0.1,512,1,0.342263400554657,0.8399999737739563
[8],Linear,0.1,512,10,0.3471122086048126,0.8424999713897705
[8],Linear,0.1,512,25,0.37033531069755554,0.8374999761581421
[8],Linear,0.1,512,50,0.3459092974662781,0.8650000095367432
[8],Linear,0.1,512,100,0.3650715947151184,0.8450000286102295
[8],Linear,0.1,512,250,0.34571683406829834,0.862500011920929
[8],Linear,0.01,16,1,0.35132548213005066,0.8500000238418579
[8],Linear,0.01,16,10,0.3500157296657562,0.8450000286102295
[8],Linear,0.01,16,25,0.3448363244533539,0.8600000143051147
[8],Linear,0.01,16,50,0.3427831530570984,0.8500000238418579
[8],Linear,0.01,16,100,0.34166061878204346,0.8475000262260437
[8],Linear,0.01,16,250,0.3446402847766876,0.8450000286102295
[8],Linear,0.01,32,1,0.35114842653274536,0.8475000262260437
[8],Linear,0.01,32,10,0.34417903423309326,0.8500000238418579
[8],Linear,0.01,32,25,0.3442824184894562,0.8450000286102295
[8],Linear,0.01,32,50,0.34389442205429077,0.8475000262260437
[8],Linear,0.01,32,100,0.3511825501918793,0.8525000214576721
[8],Linear,0.01,32,250,0.3561188578605652,0.8374999761581421
[8],Linear,0.01,64,1,0.3919117748737335,0.8450000286102295
[8],Linear,0.01,64,10,0.34511497616767883,0.8500000238418579
[8],Linear,0.01,64,25,0.3483654260635376,0.8525000214576721
[8],Linear,0.01,64,50,0.3472955822944641,0.8500000238418579
[8],Linear,0.01,64,100,0.3472241461277008,0.8550000190734863
[8],Linear,0.01,64,250,0.34629786014556885,0.8525000214576721
[8],Linear,0.01,128,1,0.4935915470123291,0.7774999737739563
[8],Linear,0.01,128,10,0.34513068199157715,0.8500000238418579
[8],Linear,0.01,128,25,0.3479175567626953,0.8475000262260437
[8],Linear,0.01,128,50,0.34743252396583557,0.8424999713897705
[8],Linear,0.01,128,100,0.34516826272010803,0.8550000190734863
[8],Linear,0.01,128,250,0.3476327657699585,0.8475000262260437
[8],Linear,0.01,256,1,0.50003582239151,0.7825000286102295
[8],Linear,0.01,256,10,0.34564778208732605,0.8500000238418579
[8],Linear,0.01,256,25,0.34843215346336365,0.8424999713897705
[8],Linear,0.01,256,50,0.343159943819046,0.8500000238418579
[8],Linear,0.01,256,100,0.34532904624938965,0.8500000238418579
[8],Linear,0.01,256,250,0.34740906953811646,0.8525000214576721
[8],Linear,0.01,512,1,0.6940651535987854,0.5924999713897705
[8],Linear,0.01,512,10,0.3539879322052002,0.8500000238418579
[8],Linear,0.01,512,25,0.3462497293949127,0.8500000238418579
[8],Linear,0.01,512,50,0.34530502557754517,0.8575000166893005
[8],Linear,0.01,512,100,0.349621057510376,0.8450000286102295
[8],Linear,0.01,512,250,0.34708863496780396,0.8475000262260437
[8],Linear,0.001,16,1,0.5935722589492798,0.6924999952316284
[8],Linear,0.001,16,10,0.34541305899620056,0.8500000238418579
[8],Linear,0.001,16,25,0.3455928862094879,0.8500000238418579
[8],Linear,0.001,16,50,0.3457086980342865,0.8500000238418579
[8],Linear,0.001,16,100,0.3456074595451355,0.8500000238418579
[8],Linear,0.001,16,250,0.3453831076622009,0.8500000238418579
[8],Linear,0.001,32,1,0.7359363436698914,0.5049999952316284
[8],Linear,0.001,32,10,0.35194915533065796,0.8475000262260437
[8],Linear,0.001,32,25,0.345187783241272,0.8500000238418579
[8],Linear,0.001,32,50,0.34547850489616394,0.8500000238418579
[8],Linear,0.001,32,100,0.34531620144844055,0.8500000238418579
[8],Linear,0.001,32,250,0.3455980718135834,0.8500000238418579
[8],Linear,0.001,64,1,0.6350021958351135,0.6474999785423279
[8],Linear,0.001,64,10,0.3654231131076813,0.8525000214576721
[8],Linear,0.001,64,25,0.3466910421848297,0.8500000238418579
[8],Linear,0.001,64,50,0.3453589677810669,0.8500000238418579
[8],Linear,0.001,64,100,0.34542399644851685,0.8500000238418579
[8],Linear,0.001,64,250,0.3457062840461731,0.8500000238418579
[8],Linear,0.001,128,1,0.6918192505836487,0.5199999809265137
[8],Linear,0.001,128,10,0.6251030564308167,0.6700000166893005
[8],Linear,0.001,128,25,0.3597109317779541,0.8675000071525574
[8],Linear,0.001,128,50,0.34647494554519653,0.8500000238418579
[8],Linear,0.001,128,100,0.34521666169166565,0.8500000238418579
[8],Linear,0.001,128,250,0.34554290771484375,0.8500000238418579
[8],Linear,0.001,256,1,0.7287826538085938,0.48249998688697815
[8],Linear,0.001,256,10,0.778907060623169,0.41749998927116394
[8],Linear,0.001,256,25,0.39200127124786377,0.8525000214576721
[8],Linear,0.001,256,50,0.34915870428085327,0.8475000262260437
[8],Linear,0.001,256,100,0.34606295824050903,0.8500000238418579
[8],Linear,0.001,256,250,0.3443881869316101,0.8500000238418579
[8],Linear,0.001,512,1,0.6549193859100342,0.5899999737739563
[8],Linear,0.001,512,10,0.6748984456062317,0.5824999809265137
[8],Linear,0.001,512,25,0.5130042433738708,0.7549999952316284
[8],Linear,0.001,512,50,0.3906214237213135,0.8500000238418579
[8],Linear,0.001,512,100,0.34779059886932373,0.8500000238418579
[8],Linear,0.001,512,250,0.34409254789352417,0.8500000238418579
[8],Linear,0.0001,16,1,0.6589140892028809,0.6075000166893005
[8],Linear,0.0001,16,10,0.5350669622421265,0.7875000238418579
[8],Linear,0.0001,16,25,0.3984873294830322,0.8600000143051147
[8],Linear,0.0001,16,50,0.3539971113204956,0.8500000238418579
[8],Linear,0.0001,16,100,0.3456559479236603,0.8500000238418579
[8],Linear,0.0001,16,250,0.3454434871673584,0.8500000238418579
[8],Linear,0.0001,32,1,0.7349088191986084,0.4424999952316284
[8],Linear,0.0001,32,10,0.5983415842056274,0.6825000047683716
[8],Linear,0.0001,32,25,0.4234659969806671,0.8374999761581421
[8],Linear,0.0001,32,50,0.40487539768218994,0.8374999761581421
[8],Linear,0.0001,32,100,0.34878554940223694,0.8500000238418579
[8],Linear,0.0001,32,250,0.3453987240791321,0.8500000238418579
[8],Linear,0.0001,64,1,0.6194745898246765,0.637499988079071
[8],Linear,0.0001,64,10,0.751396119594574,0.3449999988079071
[8],Linear,0.0001,64,25,0.6121846437454224,0.6675000190734863
[8],Linear,0.0001,64,50,0.48377013206481934,0.8050000071525574
[8],Linear,0.0001,64,100,0.3712031841278076,0.8525000214576721
[8],Linear,0.0001,64,250,0.34668266773223877,0.8500000238418579
[8],Linear,0.0001,128,1,0.8210691213607788,0.45750001072883606
[8],Linear,0.0001,128,10,0.811725378036499,0.41499999165534973
[8],Linear,0.0001,128,25,0.6685717105865479,0.5799999833106995
[8],Linear,0.0001,128,50,0.6279591917991638,0.6650000214576721
[8],Linear,0.0001,128,100,0.4475247859954834,0.8149999976158142
[8],Linear,0.0001,128,250,0.35626837611198425,0.8525000214576721
[8],Linear,0.0001,256,1,0.6574704051017761,0.6274999976158142
[8],Linear,0.0001,256,10,0.6059612035751343,0.6675000190734863
[8],Linear,0.0001,256,25,0.6887055039405823,0.6100000143051147
[8],Linear,0.0001,256,50,0.7921605110168457,0.4449999928474426
[8],Linear,0.0001,256,100,0.500816822052002,0.7850000262260437
[8],Linear,0.0001,256,250,0.3898213505744934,0.8299999833106995
[8],Linear,0.0001,512,1,0.6178182363510132,0.6775000095367432
[8],Linear,0.0001,512,10,0.6773788928985596,0.5450000166893005
[8],Linear,0.0001,512,25,0.5828959941864014,0.7024999856948853
[8],Linear,0.0001,512,50,0.6622273921966553,0.6100000143051147
[8],Linear,0.0001,512,100,0.5523404479026794,0.7275000214576721
[8],Linear,0.0001,512,250,0.46159565448760986,0.7799999713897705
[8],Softmax,10.0,16,1,2.3060691356658936,0.6850000023841858
[8],Softmax,10.0,16,10,2.5669946670532227,0.6700000166893005
[8],Softmax,10.0,16,25,1.008784532546997,0.7200000286102295
[8],Softmax,10.0,16,50,2.935194730758667,0.7475000023841858
[8],Softmax,10.0,16,100,1.9284213781356812,0.6349999904632568
[8],Softmax,10.0,16,250,1.3661236763000488,0.7574999928474426
[8],Softmax,10.0,32,1,2.737337350845337,0.5074999928474426
[8],Softmax,10.0,32,10,1.948814868927002,0.6424999833106995
[8],Softmax,10.0,32,25,2.2291460037231445,0.6850000023841858
[8],Softmax,10.0,32,50,0.7372854351997375,0.6850000023841858
[8],Softmax,10.0,32,100,1.7290230989456177,0.6650000214576721
[8],Softmax,10.0,32,250,1.1839871406555176,0.6850000023841858
[8],Softmax,10.0,64,1,2.1242082118988037,0.6675000190734863
[8],Softmax,10.0,64,10,1.2577801942825317,0.6899999976158142
[8],Softmax,10.0,64,25,0.6445515155792236,0.6349999904632568
[8],Softmax,10.0,64,50,0.9089820981025696,0.5625
[8],Softmax,10.0,64,100,0.6156570315361023,0.6850000023841858
[8],Softmax,10.0,64,250,0.9972819685935974,0.6850000023841858
[8],Softmax,10.0,128,1,2.431123733520508,0.8174999952316284
[8],Softmax,10.0,128,10,1.7100975513458252,0.6850000023841858
[8],Softmax,10.0,128,25,1.0675041675567627,0.6850000023841858
[8],Softmax,10.0,128,50,0.5477649569511414,0.6850000023841858
[8],Softmax,10.0,128,100,2.4513399600982666,0.6850000023841858
[8],Softmax,10.0,128,250,1.3570725917816162,0.19499999284744263
[8],Softmax,10.0,256,1,3.9003984928131104,0.7975000143051147
[8],Softmax,10.0,256,10,1.5068447589874268,0.7574999928474426
[8],Softmax,10.0,256,25,0.980389416217804,0.8349999785423279
[8],Softmax,10.0,256,50,0.8604967594146729,0.6850000023841858
[8],Softmax,10.0,256,100,1.074753999710083,0.6850000023841858
[8],Softmax,10.0,256,250,0.5793934464454651,0.6100000143051147
[8],Softmax,10.0,512,1,7.502612113952637,0.4749999940395355
[8],Softmax,10.0,512,10,0.978081226348877,0.7774999737739563
[8],Softmax,10.0,512,25,0.9478451609611511,0.8399999737739563
[8],Softmax,10.0,512,50,1.251102328300476,0.8050000071525574
[8],Softmax,10.0,512,100,1.6184914112091064,0.7599999904632568
[8],Softmax,10.0,512,250,0.6315715312957764,0.7674999833106995
[8],Softmax,1.0,16,1,0.5867214798927307,0.7900000214576721
[8],Softmax,1.0,16,10,0.4614025056362152,0.7649999856948853
[8],Softmax,1.0,16,25,0.49706822633743286,0.8550000190734863
[8],Softmax,1.0,16,50,0.6180416345596313,0.6850000023841858
[8],Softmax,1.0,16,100,0.5194148421287537,0.6850000023841858
[8],Softmax,1.0,16,250,0.5801386833190918,0.6850000023841858
[8],Softmax,1.0,32,1,0.5469115376472473,0.8125
[8],Softmax,1.0,32,10,0.5266715884208679,0.8399999737739563
[8],Softmax,1.0,32,25,0.4607575535774231,0.8324999809265137
[8],Softmax,1.0,32,50,0.42184028029441833,0.8274999856948853
[8],Softmax,1.0,32,100,0.4399310052394867,0.8199999928474426
[8],Softmax,1.0,32,250,0.4595426917076111,0.8374999761581421
[8],Softmax,1.0,64,1,0.4370083212852478,0.8174999952316284
[8],Softmax,1.0,64,10,0.4529406726360321,0.8450000286102295
[8],Softmax,1.0,64,25,0.573638379573822,0.6474999785423279
[8],Softmax,1.0,64,50,0.4717666208744049,0.7900000214576721
[8],Softmax,1.0,64,100,0.4362979531288147,0.8224999904632568
[8],Softmax,1.0,64,250,0.43846142292022705,0.8349999785423279
[8],Softmax,1.0,128,1,0.5958917737007141,0.6700000166893005
[8],Softmax,1.0,128,10,0.48542529344558716,0.8050000071525574
